Att 1,Att 2,Correlation
V166,V302,0.037675251
V209,V311,0.037674598
D12,V299,0.037673731
addr1,V179,0.037672013
V83,C3,0.037670055
V138,C6,0.037667621
V50,V133,0.03766539
V138,C4,0.03765918
V267,V227,0.037654816
V50,V163,0.037650033
C4,V69,0.037644644
D5,V295,0.037643658
V214,V123,0.03763822
D10,V163,0.037636255
V66,isFraud,0.037630853
V309,V273,0.037630277
V54,V308,0.037627695
V53,V307,0.037624956
V118,V171,0.037623835
V83,D9,0.03762144
V71,V324,0.037621152
V269,V34,0.037619779
V256,V77,0.037618895
V323,V71,0.037618817
V172,V134,0.037617951
V198,V37,0.037614887
D4,V101,0.037613777
V296,V313,0.037610181
V315,V299,0.03759608
V104,V29,0.037595977
V223,V201,0.037595077
V73,V315,0.037594363
V55,V213,0.037584309
isFraud,V312,0.037578126
V257,D6,0.037574933
V181,C13,0.03757193
TransactionDT,V170,0.037569706
V169,V291,0.037566686
V27,V208,0.037560226
V266,V217,0.037559765
V26,V11,0.037557779
V192,V150,0.037557403
V255,V37,0.037556543
V119,V42,0.037552781
V159,V307,0.037547886
V283,V125,0.037547322
V160,V318,0.037546969
V245,V279,0.037545156
V177,V123,0.037543419
V62,V75,0.037542069
V159,V318,0.037541401
V253,V263,0.037537543
V339,V83,0.037531959
V221,V210,0.037530619
V151,V177,0.037528469
V83,V271,0.037521953
V77,V333,0.037520431
V160,V130,0.037519187
V92,V119,0.037519112
V91,V295,0.037518122
V229,V19,0.037515861
V37,V9,0.037513384
V247,TransactionAmt,0.037512265
V152,V207,0.037511854
V41,V166,0.037508943
V234,V40,0.0375054
V226,card1,0.037504368
V331,V205,0.037502865
V30,V46,0.037502646
V150,V306,0.037500511
V333,V71,0.037497076
V244,V212,0.037494014
V211,V152,0.037492197
V67,V82,0.037492112
V151,V176,0.037489297
V142,V224,0.037487785
D5,V2,0.037487152
V182,V56,0.037485069
V60,V260,0.037484801
addr2,V282,0.037481525
V162,V186,0.037479377
V179,V42,0.037477891
V306,V123,0.037477736
V92,V68,0.037475
V261,V151,0.037470649
V165,V224,0.037469329
C14,V138,0.037469319
V339,V71,0.037466765
V175,V63,0.037465563
V188,V273,0.037464737
V83,V166,0.037463948
TransactionDT,V140,0.037463919
V11,V2,0.037458725
V82,V6,0.037455868
card2,V257,0.037453265
V237,V150,0.037452892
V245,V306,0.037452183
V134,V30,0.037449344
D9,V20,0.037446993
V151,V293,0.037446356
V82,V97,0.0374449
V171,V119,0.037441612
V95,V245,0.037438614
card5,V214,0.037434165
V23,V272,0.037433136
V259,V164,0.037431631
V151,V199,0.037430089
V97,V91,0.037426681
V302,V312,0.037426198
V4,V99,0.03742594
V188,V22,0.037425926
V55,V204,0.03742123
V112,V304,0.037420139
V146,V85,0.037419941
V102,V30,0.037414245
V9,V34,0.037411761
dist2,V85,0.037408382
D9,V207,0.037406156
V196,V22,0.037406066
V333,V41,0.037402059
V151,V101,0.037401932
V157,V21,0.037401459
V328,V259,0.037400092
V164,V47,0.037399787
TransactionID,V193,0.037398529
V183,V77,0.037398073
V121,V3,0.037396939
V314,V22,0.037395538
V56,V20,0.037394565
V184,V218,0.037393242
V160,V310,0.037392622
D15,V229,0.037390586
V278,D3,0.037388524
V159,V134,0.037382947
V160,V134,0.037380605
V145,V192,0.037378715
D2,V320,0.037377646
V127,V159,0.037376002
D15,V244,0.037374567
V226,V290,0.037372717
C14,D1,0.037365968
V106,V11,0.037365443
V52,V106,0.0373623
C2,V250,0.037357609
V212,V173,0.037353474
V123,V215,0.037351445
V3,V309,0.037348229
V153,V46,0.037341657
V251,V315,0.037333155
D3,V319,0.037332199
V55,V203,0.037328673
D9,V193,0.037324303
V182,addr1,0.037323676
V152,V208,0.037321904
V303,V112,0.037321756
V339,V82,0.037309728
V293,V6,0.037309379
D5,V278,0.037302993
V158,V111,0.037302522
V336,D6,0.03730145
D11,V97,0.037299213
V138,V242,0.037293423
V173,V32,0.03729339
V180,V56,0.037291834
V103,V313,0.037284796
V82,V301,0.037284621
V57,V172,0.03728425
V160,V199,0.037284049
V82,V288,0.037283324
C7,V91,0.037277148
V322,V152,0.037272498
V132,V266,0.037271052
V288,V214,0.037269549
V69,C12,0.03726445
V55,V212,0.037264165
D11,V306,0.037257829
V186,V179,0.037257171
V155,V135,0.037255129
V150,V126,0.037255003
V4,V279,0.037254552
V213,V244,0.037254191
V94,V4,0.037252039
V159,V295,0.037242651
V105,V94,0.037241961
V130,V123,0.037237858
V212,V222,0.037237151
V64,V332,0.037236604
V79,V128,0.037236393
V245,V126,0.037235414
V311,V331,0.037229587
V142,TransactionID,0.037229182
C2,isFraud,0.03722894
V136,V245,0.037228477
V79,V270,0.037227465
V3,V127,0.037223355
V232,V266,0.037218141
V71,V117,0.037213986
V285,V26,0.037212702
V298,V49,0.037211874
V160,V192,0.037211456
V160,V302,0.037206065
V103,V159,0.037199151
D15,V45,0.03719769
V256,V312,0.037197451
V42,V196,0.03719608
V73,V199,0.03719357
V295,V160,0.037189861
V103,V70,0.037189546
V51,V206,0.037189413
V334,V283,0.0371874
V21,V99,0.037184981
C8,V69,0.037182627
V283,V299,0.037178733
V28,V140,0.037178346
V206,V331,0.037177823
addr2,V112,0.037175928
V272,V60,0.037174956
V206,V225,0.037174718
D8,V109,0.037168218
V280,V123,0.037166643
V290,V227,0.037165457
V158,C3,0.037157137
V211,V244,0.0371562
V37,V88,0.037155231
V121,V139,0.037154343
V150,V45,0.037152728
V103,V160,0.037151089
V160,V188,0.037150565
V257,V302,0.037142474
V258,V101,0.037141931
V172,V96,0.037139774
V190,V152,0.037139718
V125,V270,0.037135909
V248,TransactionAmt,0.037135708
V47,V127,0.037134279
D9,V152,0.037133778
V219,D15,0.037126035
V119,V33,0.037125982
V221,V180,0.037123874
V92,V219,0.037122311
V24,V98,0.037116696
V334,D14,0.037113863
V17,V143,0.037110601
V99,V75,0.037101978
V287,V38,0.037098367
V268,D5,0.037091743
V255,V150,0.037087585
V236,V159,0.03707738
V255,V131,0.037077141
V309,V180,0.037076016
D2,V25,0.037074158
V47,V48,0.03707398
V258,V25,0.037071321
V117,V22,0.037062889
V213,addr1,0.037062275
V293,V290,0.037059534
V210,V47,0.037057719
V282,V23,0.037055496
V30,V103,0.037053931
V151,V172,0.037052518
C3,V271,0.037041522
V39,V154,0.037033355
V104,V51,0.037032046
V105,V9,0.037028329
isFraud,V54,0.037025248
V164,V258,0.037023974
V281,D14,0.037019081
V291,V42,0.037015275
V2,V54,0.037010101
V94,V184,0.037008999
V302,V150,0.037008396
V336,V14,0.03700777
V324,V64,0.037007278
V17,V322,0.037004835
V151,V193,0.037003649
V29,V279,0.037000847
V293,V245,0.036998476
V198,V121,0.036992824
V302,V288,0.036990832
V105,dist1,0.036990688
V160,V176,0.036988668
V103,V258,0.0369865
V173,V198,0.036982146
V129,V169,0.036980773
V85,V262,0.036979759
V76,V46,0.036978744
V106,V82,0.036978604
V259,V213,0.036976412
V202,V229,0.036976266
V236,V271,0.03697592
V188,V335,0.036974263
V60,V313,0.036974186
V114,V304,0.036973317
V254,V26,0.036972728
V227,V163,0.03697201
C1,V250,0.036970162
V324,V24,0.036967997
V149,V272,0.036965815
V102,V258,0.036960643
V169,V123,0.036951882
V279,V152,0.036951017
V52,V136,0.036948508
V50,V119,0.036946207
V290,V315,0.036944945
V25,V323,0.036943888
TransactionDT,V214,0.036942636
V285,V59,0.036936049
V145,V65,0.036935125
V3,V320,0.036933788
V121,V99,0.036932578
V21,V138,0.03693143
V299,V290,0.036929984
V284,V292,0.036928886
V113,V37,0.036928341
V154,V220,0.036919961
V170,V135,0.036913044
TransactionDT,V8,0.036904791
isFraud,V5,0.036903973
V139,V288,0.036902553
V262,V114,0.036899341
V95,V152,0.036898886
V200,V215,0.036893789
V26,V72,0.036893194
V217,V114,0.036891013
V71,V28,0.036887657
V2,V10,0.036883804
V165,V39,0.03688239
V50,V102,0.036875973
V154,V117,0.036872601
C8,V150,0.036871839
V101,V245,0.036871415
D3,V41,0.036869455
V69,V104,0.036868789
V187,V275,0.036864443
V273,V281,0.036864078
V12,V111,0.036861366
V330,V80,0.03686119
C8,V160,0.036853913
V227,V59,0.036853713
D13,V243,0.036852698
V331,V47,0.036851918
V193,V23,0.036848486
V115,V302,0.03684297
V77,V307,0.036839589
V16,V119,0.03683893
V119,V93,0.036837073
V225,V334,0.036834439
V81,V280,0.036832021
V316,V152,0.03682897
V152,V237,0.036828231
D15,V179,0.036825446
V54,V46,0.036819548
V2,V128,0.036819523
V92,D13,0.036818731
C11,V212,0.036818477
V200,V166,0.036818138
V245,V316,0.036816168
D6,V243,0.036814523
V25,V52,0.036810602
V26,V90,0.036810582
V18,V285,0.036807796
V202,V159,0.036807689
V69,C7,0.036807403
card3,V117,0.03680703
V225,V152,0.036806566
C10,V138,0.036803768
V27,V62,0.03680231
V219,V23,0.036801705
V44,D6,0.036800649
V20,V39,0.036792073
V152,V137,0.036791647
D13,V242,0.036790193
V288,V73,0.036788266
V313,V160,0.036785471
V19,V239,0.03677964
V40,V105,0.036777416
V66,V35,0.036771425
V60,V227,0.036769086
V24,V330,0.036766828
V44,V119,0.036766389
V245,V132,0.03676318
V163,V193,0.03675954
V26,V310,0.036758697
V47,V83,0.036754442
V97,V258,0.036753295
V289,V115,0.036751366
V160,V236,0.036747173
V176,V159,0.036747027
V119,V34,0.036744296
C4,V282,0.036744127
V80,V295,0.036743276
V247,V227,0.036740379
V291,V220,0.036738504
V78,TransactionAmt,0.036737168
V2,V95,0.036736102
V13,V46,0.036735863
V267,V256,0.036735623
V202,V245,0.036732173
V108,D5,0.036731003
V167,V150,0.036727584
V151,V37,0.036723696
V144,V17,0.036721974
V179,V196,0.036721885
V132,V9,0.036721729
V197,V263,0.036720414
V190,V253,0.036710962
V24,V193,0.036709279
V245,V175,0.036708487
V205,V137,0.03670729
V276,V312,0.036704502
V53,V99,0.036702895
V130,V144,0.036700248
V68,V72,0.036695794
V10,V132,0.036694064
V225,V156,0.036693028
V14,V77,0.036691671
V246,D15,0.036689313
V190,V264,0.036682705
V242,V203,0.036680971
V160,V339,0.036678613
V165,V142,0.036675594
V216,V249,0.036674096
V49,V296,0.036672709
V84,V24,0.036672221
V189,V265,0.036671025
V156,C1,0.036667726
V132,V152,0.036665877
addr1,V178,0.036662826
V26,V99,0.036661431
V269,V214,0.036660837
V30,V20,0.036658929
V187,V47,0.036658328
V319,V302,0.036657631
V162,V152,0.036656452
V261,V55,0.036652419
V51,V320,0.03665204
V172,V321,0.036649324
D10,V97,0.036648956
V254,V25,0.036645505
V18,C6,0.036640804
TransactionDT,V193,0.036639766
V86,V213,0.036636899
V335,V46,0.036632307
V272,V124,0.036628584
C6,V152,0.036626872
V226,V249,0.036624918
V50,V24,0.036623965
V74,V117,0.036617863
V307,V46,0.036610146
V8,TransactionID,0.036605993
V3,V296,0.036600116
V272,V66,0.036595762
V303,V41,0.036593369
V41,V38,0.03659333
D4,V124,0.036592823
V199,V120,0.036590815
V19,C9,0.036589804
V204,V47,0.036587639
V193,V33,0.036585959
V191,V276,0.036583412
V199,V159,0.036581426
V89,V212,0.036577404
V256,V264,0.036577253
V151,V64,0.036574396
V156,C2,0.036574007
V85,V251,0.036573296
V82,C9,0.03657089
V200,V72,0.036567669
V135,V334,0.036556709
V301,V5,0.036556627
C10,V70,0.0365541
V219,V281,0.036553111
V302,V114,0.036550918
card3,V190,0.036550315
V303,V114,0.036549785
V104,V30,0.036545211
V33,V196,0.036543979
V272,V302,0.036541922
V201,V271,0.036539668
V101,D11,0.036534998
V326,dist2,0.036531535
V228,TransactionAmt,0.036531221
V151,V208,0.036527641
D14,V169,0.036524895
V69,V67,0.036517775
V87,card5,0.03650713
V197,V265,0.036504188
V186,V274,0.036503479
card3,V260,0.03650063
V328,addr1,0.036498027
V160,C4,0.036496568
addr2,V123,0.036495565
V64,V175,0.03649333
V291,V43,0.036492738
D13,V40,0.036488499
V148,V216,0.036483936
V117,V243,0.03648388
V69,V279,0.03648285
V150,C4,0.036474362
V28,V62,0.036469894
V140,V27,0.036469599
V106,V50,0.036468408
V38,V23,0.036468281
V205,D5,0.036467497
V158,V89,0.036464133
V20,V169,0.036463975
V62,D3,0.036463552
V210,C13,0.036462867
V319,V251,0.036459822
V25,V18,0.036458832
V70,C4,0.036458554
V162,V196,0.036457386
V36,V296,0.03645653
V328,V47,0.036453201
V269,V16,0.036448153
V37,V256,0.036442381
V309,V274,0.0364412
V306,V35,0.036440117
V94,V199,0.036437014
V46,V208,0.036436774
V219,V292,0.036436767
V61,V87,0.036426571
V334,V302,0.036417984
V152,V224,0.036416764
V214,V266,0.036415125
V176,V271,0.036407711
V152,V89,0.036406015
V50,V224,0.036404933
V244,V270,0.036404665
C6,V156,0.036403059
V183,V56,0.036398855
V117,V84,0.036396753
V145,V197,0.036393486
V337,V129,0.036390722
V317,V93,0.036390441
V215,V247,0.036389596
V269,V320,0.036388207
V242,D15,0.036383134
V283,V216,0.036379297
V192,V159,0.036377472
D12,V265,0.036377008
V278,V174,0.03637528
V191,V152,0.036352122
V287,TransactionAmt,0.03634899
V19,V68,0.036346927
V313,V52,0.036346806
V269,V232,0.036344758
V294,dist1,0.036344439
V38,V160,0.0363438
V268,V42,0.03634062
V88,V20,0.036329812
C4,V145,0.03632851
V117,V171,0.036324443
V47,V62,0.036323783
V87,D13,0.036322477
V317,V159,0.036321316
V174,card1,0.036316813
C2,V216,0.036313423
V123,V334,0.036310839
V287,V52,0.036309226
V160,V320,0.036307561
V14,V82,0.036305554
V280,V84,0.036305068
V154,V319,0.036298064
V46,V53,0.036294005
V17,V228,0.036293006
V37,dist2,0.036291992
V337,V268,0.036291737
V193,V179,0.036291697
V270,V148,0.036291623
V237,V160,0.036289512
card3,V214,0.036284889
V19,D4,0.03628473
V6,V300,0.036281548
V56,V19,0.036280472
C3,V135,0.036279984
V159,V184,0.036273276
V337,V154,0.036272385
V150,V188,0.036264913
V314,V64,0.036263756
V98,D10,0.03626352
V104,V70,0.03625825
D12,V211,0.036253406
V6,V292,0.036252235
V154,V67,0.036245307
V100,V282,0.036240651
V117,V153,0.036239817
V67,V247,0.036235643
V227,V74,0.036231607
V129,V180,0.036231093
V131,V256,0.036230184
V92,V195,0.036229165
V52,V268,0.036219865
V223,V276,0.036215357
V176,V18,0.036213814
V257,D10,0.036208742
V278,V334,0.036208434
V159,V133,0.036199809
V251,V117,0.036197806
V8,V128,0.036197731
D10,V243,0.036196072
V317,V160,0.036190103
V175,V246,0.036181671
V67,V155,0.036178732
D10,V166,0.036177189
V165,V24,0.036171757
V211,V150,0.036163862
V237,V272,0.03616283
V200,V39,0.036162368
V74,V205,0.036161205
V47,addr2,0.03615773
addr1,V204,0.03615422
V152,V223,0.036152046
V48,V292,0.03615147
V331,V160,0.036151437
V207,V17,0.036146295
V186,V21,0.036145339
V233,V114,0.036141325
V185,V192,0.036137751
V36,V301,0.036136557
V68,V31,0.036136173
V264,V198,0.036132853
V40,V300,0.0361286
V242,D6,0.036124347
V332,V71,0.036122185
V90,V299,0.036121632
V8,V307,0.036117578
V84,V164,0.036114992
C4,V156,0.036114606
V24,V323,0.036113702
V29,V292,0.036107787
V268,V281,0.036104108
V159,V294,0.03610389
V152,V177,0.03610321
V292,V90,0.036101809
V150,V193,0.036091545
V19,V55,0.036090842
V153,V67,0.036089485
V2,V132,0.036086871
card2,V105,0.036085824
V159,V102,0.036082685
V292,V287,0.036082426
V68,V150,0.0360783
V335,V67,0.036071192
C12,V70,0.036065591
V337,V84,0.036064991
V133,V160,0.036063408
V159,V315,0.036062173
TransactionID,V4,0.036060827
V313,V82,0.036059856
V278,V138,0.03605938
V116,V217,0.036056946
V95,V313,0.03605465
V48,V26,0.036054346
V302,C14,0.036053739
V25,D14,0.036052319
V153,V39,0.036052182
V337,card1,0.036052082
V12,C9,0.036050409
V198,V43,0.036049379
V2,D1,0.036047651
V73,V117,0.036046661
V322,V150,0.03604536
D2,V239,0.036043052
V28,V93,0.036040704
D15,V44,0.036033271
V116,V46,0.036031611
V110,V249,0.036030734
V317,V46,0.036029108
V230,V280,0.036027808
card2,V75,0.036025579
V108,V249,0.03601733
V101,V80,0.0360158
V205,V142,0.036015385
V37,V123,0.036015341
C8,V70,0.036011094
V172,V307,0.036010113
V42,V204,0.03600983
V175,V71,0.036007459
V320,card1,0.036006859
V43,V143,0.036006715
V83,V210,0.036002799
V322,addr1,0.035995991
V180,V44,0.035993122
V11,V315,0.035993008
V151,V123,0.035992282
V87,D15,0.035984296
V133,V90,0.035980205
D11,V279,0.035978544
V293,V152,0.035975303
V324,V222,0.035960144
V98,V49,0.035955512
D15,V167,0.035954987
V290,V6,0.035944085
V294,V160,0.035943343
V32,V223,0.035941727
V190,V20,0.03594121
V266,V51,0.035940913
D9,V331,0.035937208
V101,V152,0.035935383
V216,D8,0.035931866
V232,V111,0.035930895
V293,V91,0.035928161
V102,V160,0.035924472
V78,V183,0.035920038
V76,V111,0.035915256
D7,V25,0.035907083
V120,V147,0.035907011
V217,V42,0.035906868
V66,V301,0.035898164
V237,V159,0.035897626
V230,V251,0.035891754
V27,V72,0.035890307
V193,V15,0.035886755
V320,V266,0.035883408
V82,V187,0.035883255
V24,V94,0.035882796
V52,V202,0.035882565
V55,D6,0.035881805
D15,V298,0.035881803
V221,V324,0.035880137
V267,V288,0.03587963
V266,V52,0.035879021
D6,V288,0.035878043
V237,V334,0.035876544
V12,V283,0.035873464
V157,V117,0.035872028
TransactionID,V51,0.035868602
V51,TransactionDT,0.035867589
V104,V108,0.035866346
V145,V176,0.035865878
V321,V269,0.035863426
V334,V214,0.035860213
V145,V290,0.035859124
V31,V337,0.03585833
V233,V116,0.035854829
V289,V7,0.035853581
V277,V250,0.035853259
V320,V159,0.035852672
V163,V258,0.035846806
V260,D3,0.03584668
V64,V98,0.035842951
V51,V101,0.03584248
V188,C14,0.035841972
TransactionDT,V142,0.035841311
V300,V85,0.035840669
V285,V21,0.035835849
V198,V191,0.035834711
V45,V8,0.035830833
V4,TransactionDT,0.035830681
V256,D5,0.035828667
V26,V339,0.03582786
V193,V160,0.035826814
V145,V234,0.03582505
V143,V64,0.03582302
V190,V179,0.035822834
V113,V232,0.035822718
V166,V17,0.035812514
D11,V109,0.035808654
V146,V100,0.035808416
C3,V136,0.035805333
V253,V245,0.035803331
V152,V186,0.035802492
V189,V273,0.035800462
V10,V316,0.035798812
V249,V109,0.035792798
V123,V202,0.035787305
V262,V23,0.035781239
V172,V127,0.035781137
V277,V199,0.035780605
V135,V149,0.035780513
V230,V162,0.035777868
V112,V232,0.035776818
V85,V117,0.035776712
V216,V247,0.035773462
V36,V2,0.035771013
V32,V175,0.035770472
V94,V119,0.03576645
V193,V145,0.035764222
card1,V265,0.035759385
V56,V215,0.035756279
addr1,V331,0.035754762
V150,V279,0.035746577
V312,V220,0.035745317
D8,V312,0.035740525
V234,V170,0.035730786
card5,addr2,0.035726228
V66,V1,0.035722295
V58,V24,0.035720635
V22,D14,0.035719007
V180,addr1,0.035717202
V302,V112,0.035715559
V149,V89,0.035712297
V193,V86,0.035707651
V318,V52,0.035704088
V270,V60,0.03570277
V252,V203,0.035699053
V25,V154,0.035697936
V26,V52,0.035696856
V232,V292,0.035694185
V119,V251,0.035693114
V179,V191,0.035692937
V315,V124,0.035691573
V315,V132,0.035691513
V150,V95,0.035690726
V194,V92,0.035690148
C13,V76,0.035689904
V123,V321,0.035686057
V274,V156,0.035679152
V115,V218,0.035677496
V174,V39,0.035676466
C8,V145,0.035674615
V67,V141,0.035674557
V274,V188,0.035670332
V156,V89,0.035665653
V71,V210,0.035662614
V199,V278,0.035658731
TransactionAmt,V251,0.035653806
V160,V306,0.035651782
V306,V78,0.035651149
V70,C7,0.035647693
C3,V319,0.03564201
V191,V59,0.035640462
V6,V308,0.035640368
V26,V130,0.035639975
V150,V184,0.035636404
V138,V181,0.035635255
V138,V187,0.035634715
V89,V213,0.035622061
V279,V259,0.035620552
V64,V164,0.03562002
V45,V88,0.035616962
V7,V76,0.035615171
V61,addr2,0.035613621
V45,V337,0.03560051
V303,V166,0.035600061
V9,TransactionDT,0.035587406
V316,V150,0.035586808
V114,V231,0.035585416
V299,D10,0.035583503
V301,V7,0.035579151
V243,V119,0.035577405
V102,V313,0.035567236
V237,V271,0.035566414
V41,V331,0.035563984
V25,V153,0.035562817
V187,V179,0.035559801
V46,V181,0.035555574
V87,V264,0.035553973
V191,V277,0.035548211
V279,V30,0.035547844
V255,V284,0.035545404
V261,V154,0.035541912
V90,V99,0.035540234
V237,V270,0.035536319
D12,V231,0.035535705
V57,V24,0.035533396
V284,V5,0.035531052
V155,V25,0.035529028
D7,D14,0.035527543
V17,V174,0.035527056
V284,V207,0.035526907
V190,V167,0.035525842
V84,V329,0.03552397
V123,V316,0.035518237
V285,V48,0.035517581
D2,V137,0.035516135
V300,V81,0.035515708
V124,V302,0.035513091
V88,V328,0.035509396
V96,V91,0.035508396
V43,V284,0.035503255
V47,V284,0.035501114
V6,V129,0.035500431
V166,V312,0.035499868
V187,V151,0.035497785
V233,V292,0.035497234
V116,V48,0.03549679
V43,V110,0.035495239
TransactionDT,V187,0.03549227
D6,V325,0.035490503
V211,V245,0.035488905
V162,V235,0.035488076
V24,V73,0.035485687
V261,V150,0.035485234
D9,V159,0.035483917
V66,V36,0.035483881
V339,V159,0.035480897
V70,V116,0.035479535
V327,V146,0.035479065
V302,V187,0.0354778
V159,C8,0.035474717
V214,V162,0.035470004
V279,V6,0.035468668
V116,V218,0.035465934
V78,V156,0.03546251
V82,V310,0.035456151
C6,V155,0.03545486
V169,V311,0.035447559
V337,C3,0.035445144
V106,V146,0.035440289
V121,V140,0.035434951
V54,V104,0.03543335
V142,V25,0.035429972
dist2,V148,0.035429716
V24,V91,0.035424043
V301,V9,0.035423543
V109,V325,0.035423191
V126,V160,0.035421899
V68,V208,0.035420569
V321,V266,0.035418473
V159,V45,0.035416996
V132,V150,0.035415402
V93,V168,0.035414372
V262,V73,0.035412849
V180,V222,0.035412498
V10,V5,0.035405192
V173,C10,0.035404022
V336,V87,0.03540061
D5,V34,0.035398167
V7,V36,0.035395381
V216,V272,0.035394708
C2,V204,0.035391105
D4,V97,0.035384787
V159,V167,0.03538092
C4,V155,0.035377262
V96,V123,0.035375086
V78,V112,0.0353698
V108,V38,0.035369322
V2,V320,0.035363343
D14,V161,0.035359566
V238,V253,0.035358873
V71,V270,0.035358612
V263,V187,0.035356458
V152,V336,0.035354046
V174,V319,0.035352869
V214,V267,0.035347012
V119,V15,0.035346954
V47,V13,0.0353468
V106,V258,0.035343658
V58,V205,0.035342115
D3,V97,0.035341206
V187,D9,0.035339563
V39,V201,0.035338935
D3,V151,0.035338327
V309,V105,0.035335861
V179,V123,0.035334452
V119,V58,0.035333702
V279,V230,0.03533265
V24,V49,0.035332346
V306,TransactionAmt,0.035330198
V264,V192,0.035328062
V91,V128,0.035325398
V29,V314,0.035323466
V125,V268,0.035323183
V46,V300,0.035322755
isFraud,V288,0.035320208
V210,V200,0.035319814
V156,V25,0.035315889
V231,V92,0.035313522
V284,isFraud,0.035309303
V156,dist2,0.035308117
V173,V40,0.035308103
V321,D8,0.035303367
TransactionID,V214,0.035293506
V272,V25,0.035292085
V150,V137,0.035291751
D10,V104,0.03529077
V23,V218,0.035287073
V224,V281,0.035283706
V278,V191,0.035281974
V205,V127,0.035280427
V35,C13,0.035277991
V85,V24,0.035276785
V94,V252,0.035271144
V244,V25,0.035270743
V145,V260,0.035269524
V282,dist1,0.035267609
V276,V193,0.035267346
V52,V118,0.035266679
C1,V151,0.035265775
V312,V260,0.03526536
V9,V126,0.035259472
V130,V49,0.035255288
V118,V169,0.035253106
V64,V331,0.03525295
V39,V129,0.035248547
V47,V76,0.035245401
V327,V221,0.035245269
V331,V159,0.035244968
C2,V151,0.035244085
V195,V145,0.035243052
V132,V3,0.035242413
V204,V244,0.035240094
V155,V89,0.035238782
V31,V334,0.035237386
V218,V272,0.035229339
V149,V260,0.035227551
V32,V119,0.035225199
V209,V144,0.035221135
V89,V148,0.035219587
V132,V8,0.035216596
V308,V123,0.035211625
C12,V29,0.035203427
V259,V168,0.035202904
V306,V259,0.035193572
V206,V281,0.035193152
V210,V51,0.035188583
V59,V192,0.035187396
V256,V284,0.035183134
V168,V79,0.035170074
D10,V128,0.035170003
V32,V68,0.035163304
V184,V56,0.035161257
V11,V132,0.035158863
dist2,V186,0.035151188
V159,C4,0.035151104
V151,C14,0.035150088
V246,V150,0.035149337
V37,V268,0.035147928
V276,V257,0.035144486
addr1,V212,0.035139231
V225,V31,0.035138193
V215,V43,0.035136781
V96,V258,0.035133436
V70,V279,0.035133432
V164,V25,0.035132704
V35,V113,0.035128152
V161,V304,0.035126583
V9,TransactionID,0.035125899
V139,V28,0.035125734
V155,C1,0.035122664
V93,V187,0.035108537
TransactionID,V71,0.035107833
V170,V193,0.03510312
V101,V84,0.035097792
V151,C11,0.035096766
V47,V115,0.035096203
V178,V259,0.035084972
V43,V192,0.035084587
V196,V152,0.035081412
V288,V205,0.035080377
V293,V29,0.035076325
V108,V138,0.035074515
V196,V198,0.035072357
V76,V24,0.035071535
V259,V293,0.035065814
V50,V278,0.035065399
V250,V79,0.035064326
D6,V26,0.035053646
D5,V255,0.035053401
V85,V196,0.035052387
V154,V89,0.03504985
D8,V274,0.035046111
V21,V119,0.035038847
V312,V56,0.035038088
V116,V229,0.035034893
V159,V193,0.035031908
V160,V167,0.035030363
V158,V276,0.035028267
V110,V220,0.035028215
V90,V294,0.035028042
V164,addr1,0.035026741
V115,V174,0.035026183
V71,V26,0.035024691
V66,V158,0.035020288
V331,V290,0.035017892
card5,addr1,0.035017257
D15,V178,0.035012058
V160,V64,0.035009292
V125,V228,0.035008126
V284,V36,0.035003705
V20,V68,0.03500173
V109,D15,0.03499869
V141,V263,0.034994266
V11,V116,0.034992474
V206,V288,0.034990473
V47,V185,0.034989716
V111,V75,0.034986739
V286,V267,0.034983198
addr1,V202,0.034983081
V214,D5,0.034981554
V335,V197,0.034978591
V230,V328,0.034973569
V104,V53,0.034973215
C2,V155,0.034970983
V52,V129,0.03496784
TransactionID,V187,0.034958833
V48,V316,0.034956045
V83,V53,0.034955895
D14,card1,0.03495458
V42,D13,0.034953826
V322,V25,0.034950771
V90,V105,0.034949796
V150,V177,0.034947698
V86,V270,0.034944653
V147,V92,0.0349421
V160,V45,0.034940915
V58,V284,0.03494051
V55,V255,0.034938139
V126,V51,0.034937162
V43,V195,0.034936685
V246,V290,0.034931378
V130,V173,0.034930272
V214,V247,0.03492515
V224,V337,0.034922431
V54,C14,0.034916941
V80,V332,0.034906078
D13,V65,0.03490462
V248,V217,0.03490293
V145,V199,0.034902665
V197,V278,0.034893242
V50,V161,0.034892637
V61,V65,0.034891126
V316,V47,0.034889944
V71,TransactionDT,0.034886426
V259,V273,0.034884151
V150,V64,0.034884122
V214,V250,0.034877142
V198,V81,0.034872811
V138,V267,0.034863844
V86,V66,0.034862771
V207,V151,0.034861636
V13,V286,0.034861287
V316,V284,0.034858658
V196,V58,0.034858243
V293,V150,0.03485545
V261,V160,0.034852958
V260,V85,0.034847342
D5,V51,0.034845098
V58,V247,0.034842582
V110,V232,0.034838451
V78,V197,0.034834542
V67,D3,0.034822634
V181,V290,0.034820486
V204,V311,0.034818712
V250,V254,0.034816524
V338,addr1,0.034816486
V244,V272,0.034816353
V108,V232,0.034810087
V242,card5,0.034807655
V150,V101,0.034806697
V336,V151,0.03480555
V31,D8,0.034805345
V234,V123,0.034804078
V123,V295,0.03480305
V7,V317,0.034802647
V256,V150,0.034800318
V252,V46,0.034792125
V316,V29,0.034790087
V306,V159,0.034788888
V319,V148,0.034782137
V196,V18,0.034779882
