V216,V225,0.054958313
V268,V81,0.054953745
C13,V151,0.054950694
Unnamed: 0,C2,0.054945907
TransactionID,C2,0.054945907
V39,V116,0.05494471
V125,V159,0.054943631
V138,V273,0.054941765
V300,V38,0.054941531
V67,V143,0.054936508
V54,C8,0.054933614
V151,V106,0.054928229
V83,V27,0.054921904
V35,C8,0.054915821
V291,V46,0.054915132
V294,V223,0.05490925
V162,V230,0.054901616
V35,C7,0.054899043
V298,V10,0.054896707
V154,V265,0.054895939
V209,V150,0.054893415
V24,V323,0.054893185
V255,V130,0.05489216
V156,V269,0.054888419
V139,V264,0.05488508
V213,card2,0.054883315
V228,V311,0.054880715
V228,V313,0.054872398
V292,V7,0.054860635
V294,V50,0.054860232
V138,V114,0.054851228
V152,V204,0.054850173
V339,V163,0.054846391
V301,V269,0.054846199
V5,V52,0.054845745
V115,C13,0.054844505
V75,C2,0.05484073
D4,V53,0.054834827
V221,V150,0.054827868
V294,V12,0.054826494
V146,C6,0.054823849
V13,V295,0.05481953
V211,V276,0.054809784
V90,V44,0.054805422
V67,V176,0.05480494
V322,V41,0.054804702
V276,V213,0.054794947
V248,V45,0.05479437
V275,V276,0.054788257
V56,V261,0.05478367
V191,D3,0.054781879
V319,V165,0.0547791
V86,V283,0.054760537
V176,V208,0.054760103
V45,V182,0.054757384
V35,V102,0.05474646
D8,V250,0.054744815
V301,V315,0.05473759
V176,V61,0.054735787
V309,V126,0.054735004
V85,V209,0.054732444
V280,V257,0.054732286
V33,V257,0.054728559
C7,V54,0.054724099
V73,V243,0.054723953
V276,V146,0.054721524
V276,V279,0.05471483
V58,card2,0.05471138
V174,V243,0.054693569
C10,V199,0.054693544
card1,V317,0.054691418
V89,V308,0.054680764
V83,V217,0.054678981
card1,V134,0.054663727
V256,V207,0.054662744
V315,V128,0.054661215
V228,V315,0.054653162
V20,V269,0.054650571
V123,card3,0.054647578
V250,V94,0.054641121
V227,V145,0.054638164
V108,V80,0.05462896
C12,V35,0.054619693
V50,V62,0.054616572
V149,V187,0.054609325
V153,V289,0.054609036
V292,D1,0.054600782
V115,D11,0.054596868
card3,V197,0.0545949
V337,V256,0.054594122
V139,V226,0.054591541
V276,V280,0.054591211
V239,V261,0.054591175
V62,V70,0.054587846
V30,V45,0.054582371
V284,V279,0.054579694
V137,V61,0.054578138
V203,V150,0.054575958
C3,V148,0.054572713
D5,V321,0.054563973
V339,V270,0.05456303
V99,V121,0.054560223
V135,V123,0.054555847
C11,V180,0.05455533
V57,V172,0.054551839
V194,V85,0.054545964
V143,V63,0.054535364
V52,V98,0.054533029
V84,V313,0.054508723
V229,V197,0.054503899
V190,V33,0.054500661
V257,V81,0.054493486
V290,D5,0.054489251
V153,V169,0.054486144
V190,V94,0.054480773
V155,V229,0.054480349
V7,V56,0.054479955
V139,V223,0.054475166
V52,V227,0.054474848
D2,V280,0.054474776
V122,V140,0.054470061
V254,D7,0.054468564
C10,V53,0.054467879
V269,V276,0.054465226
V63,V164,0.054458457
V193,V31,0.054455565
V131,D4,0.054449132
V302,V321,0.054447862
V179,D15,0.054442478
V177,D15,0.054439302
V91,V75,0.054439045
V310,V64,0.054435497
V10,V86,0.054433525
V78,V207,0.054433301
V75,V90,0.054422718
V264,V146,0.054420439
V19,addr2,0.054418949
V153,V253,0.05440605
V278,V247,0.054403853
V181,card2,0.054403508
V259,V17,0.054399608
D2,V308,0.054398139
V69,V47,0.054392809
V322,V276,0.054390235
V128,card1,0.054384953
V304,V260,0.054382356
V71,V208,0.054381141
V66,V252,0.054378995
V138,V22,0.054377353
V10,V296,0.054349917
V84,V329,0.05434625
V301,V148,0.054338836
V261,V189,0.054337162
V15,V257,0.054337125
V150,V338,0.054329855
V53,C4,0.054325209
V160,V328,0.054319096
V220,V194,0.054318845
V105,V166,0.054312491
V313,V216,0.054311586
V255,V267,0.054295936
V330,V152,0.054294444
V62,D11,0.054288518
D3,V262,0.054286878
V249,V38,0.054286849
V120,V24,0.054282028
C10,V76,0.054280076
D8,V237,0.054279418
V70,V281,0.054275808
V300,V260,0.054274085
V274,V153,0.054273142
D1,V146,0.054270053
V42,V152,0.054262648
C12,V54,0.054258759
V43,V112,0.05425697
V300,V278,0.054256024
V195,V85,0.054251007
V220,V52,0.054244123
V307,card1,0.054241139
V40,V266,0.054231884
V270,V131,0.054228853
V250,V37,0.054225999
V301,V142,0.054225142
V66,V227,0.054222164
V149,V174,0.054221399
V242,V74,0.054194181
D7,V275,0.054181336
V203,V144,0.054172912
V111,V303,0.054169579
V23,V88,0.054168266
C4,V146,0.054165913
card3,D14,0.054164814
V263,V140,0.054164146
V260,D8,0.054163943
V176,V213,0.054162206
V225,V60,0.054156203
V199,V162,0.054150881
V289,V261,0.054147262
V148,V271,0.054124659
V299,D2,0.054123921
V34,V123,0.054123588
dist2,V172,0.054114739
V301,dist2,0.054112998
V267,V22,0.054111608
V39,Unnamed: 0,0.054111229
V39,TransactionID,0.054111229
V166,V298,0.0541076
V10,V105,0.054102753
V23,V92,0.054094474
C8,V13,0.054091723
D15,V277,0.054090713
C5,V99,0.054087929
V138,V193,0.054083394
V2,V297,0.054083062
V99,V4,0.054079139
V21,V143,0.054078118
card1,V294,0.054064471
D2,V104,0.054062304
V220,V273,0.054059061
V95,V276,0.054058069
V210,V152,0.054055466
V61,V272,0.054052668
C11,Unnamed: 0,0.054046966
TransactionID,C11,0.054046966
V13,V290,0.054043485
V212,C14,0.054036634
V159,V328,0.054036179
V151,V259,0.054015697
V54,V61,0.054014146
V17,V315,0.054008386
C3,V63,0.054006493
V152,V292,0.054000491
V297,V150,0.05399362
V151,V329,0.053985309
D15,addr2,0.053981843
V37,V307,0.053974028
V204,card2,0.053972093
V151,V296,0.053965576
V147,V26,0.053962618
V256,V274,0.053962323
V313,V261,0.053957895
card3,V315,0.053954249
D15,V232,0.053953505
V165,V14,0.053953142
V45,V195,0.053946601
V163,V187,0.053941012
V22,V310,0.05393801
V20,V137,0.053937431
V131,V110,0.053924394
V194,V64,0.053922216
V86,V335,0.053920436
V301,V288,0.053918739
V6,V136,0.053916703
V26,V146,0.053910409
V203,V230,0.053907982
V193,V261,0.053907969
V153,V224,0.053906943
V145,V67,0.053905773
D3,V78,0.053899219
V227,V57,0.053895212
V132,V123,0.053889702
V62,V39,0.053886753
V155,V302,0.053878448
V50,D7,0.053877881
V287,V51,0.05387603
V91,C6,0.053873304
V195,TransactionAmt,0.053871111
V272,V60,0.053865547
V146,V137,0.053863489
V79,V212,0.053859563
V28,V93,0.053859537
V179,V87,0.053854687
V153,card5,0.053849349
V78,V193,0.05384733
V262,V79,0.053842068
V194,V284,0.053836126
V284,V160,0.053835345
V120,V23,0.053829145
V140,V333,0.053827187
V9,V74,0.053825662
isFraud,V292,0.053824984
V277,V301,0.053824401
V82,D4,0.053820518
V303,V255,0.053820046
V123,V210,0.053810389
V80,V157,0.053805606
V339,V159,0.053805561
V236,V40,0.053798034
V86,V168,0.053796078
D3,isFraud,0.053782522
V222,V144,0.053777054
V276,V147,0.053776628
V29,V44,0.0537744
V300,V330,0.053770674
V315,V20,0.053767398
TransactionDT,V158,0.053767273
V167,V92,0.053766911
D6,V230,0.053765354
V255,V310,0.053762268
V276,V207,0.053761849
D7,V253,0.053760465
V303,V66,0.053760063
V243,V255,0.053759918
V153,V220,0.053747903
V302,V314,0.053745922
V325,V159,0.053739996
V302,V254,0.053726857
V194,V45,0.053726726
V280,V12,0.053723041
V84,V271,0.053716366
V188,V99,0.053707751
V266,V80,0.053704368
V218,V189,0.053704089
V251,V236,0.053701681
V192,V43,0.053693837
V157,V183,0.053689791
V6,V101,0.053687942
D3,V231,0.053678882
V222,V284,0.053675968
V256,V303,0.053671806
V96,card1,0.053670269
V267,V206,0.05366444
C9,V310,0.053655703
V266,V137,0.053652681
V157,V291,0.053649943
V144,V287,0.053637138
V98,V84,0.05363481
V216,D8,0.05363009
V19,V200,0.053629627
V296,V29,0.053619725
V116,V221,0.053618
V256,V37,0.053614813
V50,V218,0.053614561
V274,V276,0.053592983
V116,V235,0.053584974
V274,D3,0.053584182
V325,V14,0.053581099
V221,V160,0.053579297
V290,V36,0.053578854
V53,C8,0.053576258
V261,V170,0.053564951
V83,V231,0.053562147
V123,V282,0.053561457
V96,V82,0.053558993
V13,V45,0.053557929
V184,D13,0.053557704
V268,V222,0.053557496
V231,V43,0.053556115
V77,V112,0.053555268
V256,V220,0.053552437
V228,V279,0.053549615
D6,V220,0.053547862
V91,V45,0.053546597
V193,V83,0.053546004
C4,V76,0.053544615
V114,V235,0.053540948
isFraud,V20,0.053533171
V317,V12,0.053532664
V200,V251,0.05352011
V150,V142,0.053514327
V255,V220,0.053506697
V165,V207,0.053498624
V69,V130,0.053496556
D15,D9,0.053489953
V142,V145,0.053489379
V330,V139,0.053485996
V289,V29,0.053480301
V289,V226,0.053477377
V337,V172,0.053471729
V258,V172,0.053462967
TransactionID,V189,0.053461186
V189,Unnamed: 0,0.053461186
V150,V104,0.053461185
V315,V306,0.053447154
V289,V159,0.053431664
V160,V142,0.053430961
V182,V41,0.05342846
V131,V13,0.053422879
V256,V130,0.053415094
V172,V188,0.053412787
V131,V48,0.05340828
V56,V323,0.053408245
V287,V198,0.053404242
V59,V23,0.053387158
V150,V28,0.053384893
V102,card1,0.053383862
V36,V30,0.053378624
V147,D1,0.053377695
V169,V94,0.053372478
C7,V53,0.053371919
V161,D7,0.053363609
V262,V288,0.053358052
V339,V18,0.053356955
V47,V266,0.053352454
card2,V179,0.053342934
V178,card3,0.053341806
V169,V42,0.053340838
card2,V178,0.053340126
V92,V210,0.053340122
V205,V242,0.053332426
V83,V9,0.053331789
V284,V306,0.05331873
D15,V329,0.053316002
V141,V265,0.053314393
V59,V334,0.053309695
V321,V20,0.053307064
V52,V265,0.053301789
V197,V98,0.053297535
V221,V284,0.053284976
card1,V273,0.053284147
V9,V1,0.053272069
V311,V283,0.053266325
V273,V43,0.05326531
V42,V327,0.053264799
V11,V78,0.053261477
V154,V138,0.053251875
V92,V247,0.053246955
V43,V24,0.05324389
V30,V19,0.053234597
V289,V154,0.053232639
V318,V48,0.053232618
V296,V166,0.053228249
V261,V315,0.053227463
V302,V253,0.053223675
V273,V42,0.053218603
V196,V256,0.053216797
V44,V56,0.05321277
D15,V124,0.053204748
V272,V339,0.053201169
V44,V247,0.053201064
V131,V24,0.053198827
V39,V243,0.053195672
V298,V151,0.05319303
V284,V150,0.053190212
V139,V212,0.053186112
V216,card5,0.053184995
V151,V27,0.053183457
V60,V227,0.05318251
V216,V174,0.053174272
V185,V193,0.053169412
V313,V262,0.053167901
V236,V47,0.053165038
V290,V287,0.05316188
V314,V159,0.053154045
V245,V248,0.053141191
V171,V58,0.053132973
V13,V99,0.053127502
V101,V9,0.053124501
V47,V91,0.053119711
dist2,V84,0.053119058
V268,V147,0.053115225
V292,V43,0.053108287
V42,V170,0.053106213
V232,V276,0.053104581
V270,V24,0.053103014
V77,V289,0.053102791
V34,V284,0.053096651
V22,V66,0.05308291
V66,V17,0.053079561
V262,V289,0.053073716
V123,V177,0.053072074
card1,V133,0.053071461
V103,V35,0.05304167
D2,V264,0.053040536
C14,V80,0.053030704
V53,C12,0.05302133
D6,V260,0.053013797
V149,V210,0.053010679
V299,V152,0.053009651
V262,V250,0.053009418
V193,V52,0.053000154
V290,V12,0.052999182
V215,V46,0.052998326
V69,V44,0.052997937
V280,V92,0.052997054
V290,V275,0.0529967
V152,V185,0.05297916
V175,V194,0.052978475
V147,V216,0.052976066
V238,V338,0.052969544
V174,V73,0.052968727
V333,V31,0.052959521
V136,V144,0.052954304
V195,V64,0.05295148
V39,TransactionDT,0.052942856
V7,V290,0.052938112
V210,V150,0.052937654
V328,V114,0.052931802
V200,V250,0.052914687
V36,V101,0.052914026
V42,V215,0.052912125
C12,V9,0.052910854
V263,V154,0.052896727
V172,V73,0.052894089
V23,V41,0.052889567
V184,TransactionDT,0.052887635
V312,V140,0.052886692
V304,V113,0.052884775
V270,V42,0.052884722
V233,V283,0.052879717
V94,V266,0.052877974
V13,V310,0.052875384
V89,V59,0.052874838
C4,V182,0.052870292
V89,V160,0.052865983
TransactionDT,C7,0.052863783
V291,isFraud,0.052860233
V273,V270,0.052855746
V135,V7,0.052855219
V205,V276,0.052853537
V302,C3,0.052849681
V160,V171,0.052847614
V257,V105,0.052846438
V227,V47,0.05284641
V55,V4,0.052846236
card1,V127,0.052832332
V230,V204,0.052831646
V282,V189,0.052831241
D3,V298,0.052818126
V156,V219,0.052810527
V328,V56,0.052806031
V257,V16,0.05279146
V105,V151,0.052790173
V13,V294,0.052786226
V24,V187,0.052776516
V186,D2,0.052776135
V189,V161,0.052774883
V137,V208,0.052770257
V158,V321,0.052759314
V15,V193,0.052754898
V103,V53,0.05275061
V201,V271,0.052744149
V281,V5,0.052742807
C13,V140,0.052738835
V150,V194,0.052731691
D6,V172,0.052730224
TransactionDT,V265,0.052723559
V152,V106,0.05271949
C10,V75,0.052716984
V39,V227,0.05271529
V103,V54,0.052713075
C4,V334,0.052713046
V310,V256,0.052712887
V245,V225,0.052711028
V97,V3,0.052706632
V267,V313,0.05270072
V46,V283,0.05269813
V142,V227,0.052694632
V130,V140,0.05269168
V292,V222,0.052690127
V282,TransactionAmt,0.052683918
V278,V260,0.052682065
V320,V284,0.052667183
V12,C8,0.052658852
V149,V302,0.052652255
V257,V141,0.052651081
V335,V46,0.052644461
V48,card5,0.052637063
V93,V208,0.052610576
V56,V158,0.05260989
V199,D3,0.052607379
V83,V24,0.052601767
V56,V157,0.052598451
V255,V325,0.052597301
V99,V135,0.052597094
D15,TransactionAmt,0.052594533
V122,V325,0.052590808
V146,V253,0.052586026
V290,V4,0.052585457
V271,V122,0.052583965
V238,V141,0.052582294
V39,V267,0.052582086
V253,V157,0.052575833
V255,V187,0.052573982
V3,V103,0.052570721
D4,V245,0.05257065
C11,V36,0.052567542
D15,V210,0.052560601
C8,V76,0.052557975
V243,V168,0.052552731
V144,V326,0.052550326
V36,V306,0.052544036
V295,V53,0.052539104
V292,V281,0.052536175
V303,V224,0.052534242
V219,V157,0.052532127
V210,C11,0.052528123
V224,V154,0.052517059
card3,V179,0.052511612
V270,V72,0.052502808
V180,V52,0.052500928
V207,V140,0.05249546
V189,TransactionDT,0.052494138
V290,V208,0.052492613
V83,V99,0.052490213
V200,V271,0.052489
V91,V44,0.052487938
V9,V288,0.052487473
V193,V33,0.052468001
V163,V189,0.052463618
V298,V29,0.05246213
V246,V81,0.052455793
D3,V307,0.052452579
V236,V121,0.052447775
V243,V233,0.052444811
V125,TransactionDT,0.052438836
V192,V15,0.052433396
V282,V274,0.052416806
V315,V267,0.052414696
V94,V251,0.052411001
V194,C10,0.052409764
V278,V25,0.05240294
V275,D3,0.052399871
V131,V91,0.052395111
V85,V262,0.052394501
D3,V162,0.052393592
V37,V255,0.052392601
V63,V315,0.052383864
V87,V329,0.052382311
V160,V209,0.052369515
V309,V260,0.052365461
V144,V285,0.052364896
V276,V102,0.052362407
V83,V216,0.052362349
V63,V23,0.052353338
V338,V184,0.052350456
V168,V87,0.052345712
V309,V216,0.052343873
V77,V333,0.052338843
V111,V186,0.052335086
V80,V98,0.052333903
V338,V160,0.052333759
card5,V224,0.052326054
C14,V43,0.052325127
card5,V49,0.052321014
V315,V127,0.052308565
V265,V169,0.05230081
V25,C4,0.052290177
V317,V13,0.052287268
V259,D13,0.052282384
V336,V56,0.052280724
V21,V256,0.052279531
V77,V179,0.052278763
V222,V145,0.052271427
C3,V155,0.052259433
D14,V67,0.052257842
V222,V108,0.052253279
V160,V297,0.05225225
V115,D4,0.052252172
V45,V2,0.052244891
V88,V150,0.052242323
V71,V141,0.052239971
V86,V11,0.052236713
V327,V41,0.052224676
V233,V276,0.052222116
V306,D8,0.05221825
V197,V284,0.052212792
V104,card1,0.052210263
V45,V282,0.052204621
V193,V16,0.052190248
C1,TransactionID,0.052189689
C12,TransactionDT,0.05218903
V304,V271,0.052163951
V92,V175,0.052163096
V159,V27,0.052155757
V69,V36,0.052155196
V325,V55,0.052154948
V32,V191,0.052154279
V72,V272,0.052153516
V162,V339,0.052152096
V222,V25,0.052152061
V288,V61,0.052142173
V40,V315,0.052141453
V192,V33,0.052139874
V190,V15,0.052135547
V296,V152,0.052135044
V3,D5,0.052131752
C7,V76,0.052127995
V325,V18,0.052126902
V276,V133,0.052125615
V130,V29,0.052119978
V209,V319,0.052113913
V139,V59,0.052113896
V292,V40,0.052108678
V255,V21,0.052105893
V273,V272,0.052099278
V167,V93,0.052097013
TransactionID,V184,0.052095693
Unnamed: 0,V184,0.052095693
D5,V254,0.052083402
V155,V120,0.052081193
V268,V137,0.052079468
V174,D1,0.052078163
C2,V53,0.052074028
V327,V112,0.052072122
V29,V307,0.052070427
V120,V239,0.052067073
V151,V185,0.052066876
V172,V255,0.052065042
V310,V35,0.052060704
V152,V329,0.052051814
V54,V295,0.052049929
V225,V304,0.052045023
D4,V222,0.052043049
V160,V222,0.052035784
V251,V21,0.052035669
V330,V150,0.052033636
V199,V266,0.05203149
D2,V106,0.052028971
V21,V250,0.052027662
V11,V2,0.052026844
V87,V10,0.052023731
V73,V26,0.052013619
V202,V176,0.05201178
V230,V287,0.052011023
V263,V221,0.052010242
V169,V51,0.052004787
C4,V75,0.052002702
V12,V318,0.052002616
V216,V146,0.051998866
V214,V171,0.051994999
C2,V54,0.05199089
V103,V276,0.051984471
V210,D8,0.051981227
V315,V22,0.051979668
V232,V283,0.0519709
V222,V286,0.051970028
V114,V92,0.051969427
V219,V282,0.051952478
V293,V7,0.051950009
V61,V89,0.051939012
V85,V114,0.05193892
V66,V44,0.05193727
V35,C11,0.05193619
V283,V124,0.05193493
V67,V187,0.051934884
C13,V215,0.051923555
V283,V66,0.051919936
V60,V185,0.051918134
V110,V157,0.051914076
V60,V137,0.051913534
V123,D14,0.051912264
V134,V276,0.051911506
V138,V225,0.051905992
V270,V18,0.051895836
V273,D7,0.051890936
V320,V184,0.051887932
V150,V204,0.051886853
V227,V150,0.051876711
V57,V200,0.051872082
V316,V48,0.051871422
V82,V10,0.051868721
D8,V98,0.051867573
V260,V151,0.051862976
V160,V203,0.051862672
V245,V185,0.051857837
V78,V192,0.051857215
V221,V25,0.05185473
V164,V152,0.05185373
C11,V334,0.051851968
V268,V197,0.051849554
V276,V266,0.051849137
V16,V192,0.051844577
V230,V21,0.051838065
V334,C14,0.051835974
V221,V59,0.051830189
V271,V339,0.051827816
V76,C12,0.051815908
V85,V315,0.051813288
V106,V6,0.051807334
V255,V201,0.051800944
V258,V138,0.051797828
V150,C13,0.051790857
V259,V159,0.051789685
V280,V13,0.051788291
Unnamed: 0,V125,0.051781694
TransactionID,V125,0.051781694
V17,V246,0.05178165
V241,V253,0.051776534
card1,V297,0.051773069
V159,V203,0.05177107
V214,V219,0.051761488
V125,V69,0.051761189
D2,C6,0.051759895
V64,V137,0.051759115
V15,V252,0.051754686
V206,V42,0.051753319
V190,V202,0.051753227
V268,V221,0.051751545
V187,V162,0.051746489
V69,V285,0.051741508
V278,V301,0.051734758
V186,V74,0.051725832
V169,V154,0.051724975
V221,D4,0.051724663
V190,V161,0.051709267
C1,V36,0.05168906
V318,V13,0.051688191
D8,V236,0.051684028
V209,V189,0.051682436
V30,V47,0.051681906
V142,V205,0.051679484
V311,V139,0.051678963
V22,V124,0.05167333
V138,V203,0.051671643
V83,V219,0.051670801
V7,V127,0.051670348
V268,D7,0.051669736
V92,TransactionID,0.051668969
V152,V315,0.051667558
V312,D12,0.05166663
V81,V292,0.051654674
V289,V148,0.051653209
V163,V154,0.051648904
V274,V154,0.051648708
V104,V116,0.051646517
V159,V297,0.051645856
V294,V77,0.051645781
V47,V291,0.051637489
D8,V123,0.051635494
V212,D15,0.05163457
D3,V216,0.051631873
card1,V275,0.051629122
V15,V123,0.051621272
V160,C13,0.051616298
V260,V160,0.051613788
V119,V250,0.05161329
V159,V98,0.051605933
V128,V52,0.051601071
V236,V170,0.051600422
V69,V296,0.051588293
C14,V146,0.051586335
V157,V46,0.051584698
V256,V25,0.051580218
V104,V160,0.051562294
V302,V23,0.051561427
V82,V296,0.051557674
D1,C14,0.051554747
V251,V181,0.051554642
V151,V315,0.051553218
V33,V5,0.051552247
V246,V275,0.05154946
V123,V16,0.05154937
D10,V220,0.051549297
V41,V62,0.051535652
V23,V85,0.051534275
D10,V301,0.051528353
V260,V150,0.051518916
V206,D2,0.051510824
V250,V181,0.051493079
V84,V169,0.051492036
V94,V270,0.051478364
V123,V190,0.051462988
V215,V146,0.051462377
V43,V313,0.051453774
V27,V63,0.051442544
V53,V290,0.051437989
V150,V222,0.051429354
V220,V67,0.051428898
D8,V67,0.05142208
V245,V169,0.051419655
V84,V330,0.051414134
V170,D4,0.051413754
V2,V10,0.051403501
C13,V139,0.051396167
V252,V22,0.051396073
V151,V195,0.051394419
V33,V123,0.051384166
addr2,C10,0.05138378
V80,V158,0.051383778
V93,V233,0.051381746
V271,V287,0.051380191
V57,V23,0.051380069
V6,V10,0.051376184
V66,V284,0.051374682
V126,V36,0.051373936
D9,V62,0.051370601
V151,V188,0.051361166
V153,V119,0.051349531
D7,V260,0.051348803
V163,V67,0.051348288
V174,V58,0.051347519
V276,V210,0.051347457
V259,V152,0.051346732
V56,card5,0.051346137
V103,V12,0.051339942
C14,V60,0.051336188
V182,C6,0.051333978
V54,V130,0.051330232
V155,V289,0.051327
V158,V120,0.051312101
V256,V172,0.051299739
V80,V220,0.051297305
V168,D8,0.051292716
V194,V40,0.051291031
V73,V260,0.051282717
V269,V214,0.051273207
V94,V255,0.051269754
V246,V273,0.0512697
V31,V323,0.051269258
V130,V35,0.051268957
V63,V170,0.051262838
V66,V21,0.05125583
V318,D2,0.051254783
V152,V298,0.051252613
V44,V30,0.051246693
V40,V272,0.051244809
V313,V318,0.051230339
V4,V91,0.051229867
V23,V79,0.051228202
D3,D11,0.051223745
V197,C11,0.051222648
V138,D4,0.051218223
V222,V59,0.05120403
V19,V220,0.051200134
V255,V223,0.0511981
V25,V255,0.051191475
V35,C1,0.05118808
V298,V11,0.051184063
V88,V159,0.05118304
V82,V7,0.05118109
D7,V130,0.051170845
V45,V132,0.051169035
V21,V166,0.051165818
V200,TransactionID,0.051164946
V200,Unnamed: 0,0.051164946
V144,V142,0.051155113
V74,V258,0.051152513
V265,D2,0.051152112
V32,V24,0.051147045
V159,V104,0.051146238
V89,V64,0.051144196
V222,V110,0.051134065
V259,V18,0.051130301
V205,D5,0.051127683
V173,V46,0.051123174
V18,V315,0.051106973
C2,V334,0.051106341
V276,V316,0.051101955
V207,V43,0.051101912
D13,V207,0.051100185
V324,V31,0.051100156
V80,V225,0.05109457
D8,V126,0.051093817
V313,V151,0.051093173
V93,V98,0.051090952
V113,card3,0.051090491
V191,V42,0.051087086
V13,V103,0.051073917
V67,V260,0.051059926
V75,C8,0.051044474
V287,V43,0.051044355
V74,V289,0.051039929
V41,V87,0.051039102
V178,V276,0.051037577
V275,V43,0.05103521
C3,V59,0.051033498
V207,V257,0.051033031
V304,V272,0.051029919
C1,V334,0.051020449
V53,V134,0.051015669
V282,V44,0.051014537
V140,V212,0.051008681
V284,V72,0.051007434
V288,D13,0.051004639
V42,V292,0.050983116
D2,V87,0.050981091
V24,V121,0.050979836
V208,V254,0.050979789
V223,V292,0.050971867
V301,V37,0.050968659
V298,V12,0.050968194
V314,D4,0.050968155
C9,V54,0.050960843
V198,card3,0.050952191
V324,V14,0.050949027
V30,V296,0.050946957
V218,V214,0.050942811
V237,TransactionAmt,0.050941842
TransactionDT,C2,0.050935924
V284,D14,0.050923188
V157,TransactionDT,0.050912308
V2,V44,0.050910458
V310,V194,0.050908753
V273,V271,0.050892851
V67,V284,0.050884854
V149,V217,0.050882844
V56,V143,0.050877827
V42,C14,0.050875722
V8,V279,0.050868856
card3,V211,0.050859516
V124,V144,0.050859078
V89,V60,0.050853213
V138,isFraud,0.050848012
V221,V115,0.050838239
V179,V276,0.050836852
V150,V299,0.050835728
V198,V264,0.050834333
D14,V68,0.050831734
V325,V256,0.050829893
V76,V282,0.050828818
V301,V54,0.050828603
V318,V49,0.05082669
V115,V235,0.050813179
V34,V257,0.05081013
V159,V338,0.05080999
V338,V86,0.050801712
V98,V81,0.050795397
V248,V170,0.050795163
C2,isFraud,0.050792119
V94,V173,0.05079176
V105,V152,0.050790843
V69,V298,0.05078253
V308,V36,0.050778407
V313,V31,0.050778089
V209,V52,0.050775673
V169,V67,0.050764658
V132,V276,0.050753455
V177,V93,0.050752752
V140,V310,0.050748478
V147,V262,0.050746557
V12,V299,0.050746327
V29,V299,0.050743664
V24,V322,0.050743262
V92,TransactionDT,0.050742325
V106,V150,0.050739835
V88,V302,0.050737689
isFraud,V315,0.05073538
V296,V11,0.050734162
V47,V328,0.050732028
V251,V254,0.05073067
V99,V313,0.050729576
V192,card3,0.050728767
V40,card2,0.050716677
V271,V237,0.050716226
V21,V163,0.050716
V157,V205,0.05071309
V159,V209,0.050709305
V71,V313,0.050707817
V186,V112,0.050705286
V61,V2,0.05070504
V165,V214,0.050701366
V56,V164,0.05069321
V116,V157,0.050692273
V160,V88,0.050691947
V53,V97,0.050688393
V159,V304,0.050687798
D3,V269,0.050681062
V242,V173,0.050679934
V137,D7,0.050679039
V98,V94,0.050679024
V61,V321,0.05067867
V109,V142,0.050678599
V212,V151,0.050677894
V270,V216,0.050669928
V156,V302,0.050665315
V207,V337,0.050658806
V50,V169,0.05065425
V284,V216,0.050646103
V44,V70,0.050644848
V228,V327,0.050642789
V163,V190,0.050640498
V284,V303,0.050637929
V276,V318,0.050634371
D15,V178,0.050634325
V161,isFraud,0.050634325
V333,V14,0.050632521
V194,V77,0.050631883
V75,C7,0.050626876
V295,D2,0.050616091
V203,D8,0.050611642
V73,V23,0.050608406
V325,V116,0.050595187
V226,V197,0.050594622
V45,V66,0.050570948
V325,V195,0.050567445
V148,V67,0.050566585
V9,V105,0.050564231
V11,V9,0.05055348
V34,V190,0.050548124
V82,V6,0.050541363
V206,C13,0.050540009
V200,V20,0.05053715
V66,V176,0.050536559
V52,V169,0.050536293
V44,C2,0.050528115
V152,V313,0.05052689
V62,V260,0.050525002
V7,V55,0.050521301
V86,V223,0.050514918
V267,V46,0.050513873
V137,V62,0.050513386
D2,V128,0.050512491
V302,V113,0.050508032
V149,C3,0.050505174
V23,addr2,0.050493064
V46,D9,0.050491245
V231,V276,0.050487203
V35,V127,0.050482811
V193,V39,0.050469125
V134,V54,0.050463635
V289,card3,0.050462403
V130,V172,0.050453025
V76,V86,0.050437654
V221,V210,0.050432987
V237,V40,0.050430889
V61,C3,0.050430298
V171,D12,0.050425486
V260,V205,0.05042244
V29,card5,0.050416146
V292,V151,0.050413603
C12,V75,0.050406839
V6,V83,0.050404418
V34,V314,0.050403675
V189,V99,0.050403647
V16,V190,0.050403415
V123,V224,0.050401164
dist2,TransactionID,0.050384407
dist2,Unnamed: 0,0.050384407
V332,V47,0.050382763
V251,isFraud,0.05037837
V284,V51,0.050373214
V41,V329,0.05037268
V126,V139,0.050361914
V61,V188,0.05036039
C14,V250,0.050356125
C6,V334,0.050345802
V313,V39,0.050345764
V280,V53,0.050341234
V21,V313,0.050338453
V4,V30,0.050337815
V147,V215,0.050330982
card2,V257,0.05032497
V261,V80,0.050321103
V121,V271,0.050312523
V309,V290,0.05030876
V39,V197,0.050303811
V242,V25,0.050292787
V109,V222,0.050279936
V46,V114,0.050271146
V71,V89,0.050271009
V168,V151,0.050268507
V312,V74,0.050268489
V44,V143,0.050268043
D7,V269,0.050267737
V93,V23,0.050267177
V37,D5,0.050263441
V172,V324,0.050262598
V119,V251,0.05025737
V279,card1,0.0502507
V124,V284,0.050248498
V21,V68,0.050247233
